crop,planting_date,days_since_planting,growth_stage,season,county,soil_type,temperature,rainfall_mm,pest_pressure,disease_occurrence,next_practice,days_until_practice,priority
maize,2025-08-13,76,flowering,long_rains,Eldoret,loamy,28.1,150.5,none,high,disease_management,0,high
wheat,2025-10-18,10,seedling,long_rains,Kisumu,clay,23.5,97.5,low,none,irrigation,0,high
beans,2025-09-20,38,vegetative,short_rains,Meru,loamy,25.7,135.2,none,low,weeding,0,high
potatoes,2025-09-24,34,vegetative,short_rains,Nakuru,chalky,19.1,81.2,medium,medium,pest_control,0,high
cabbage,2025-09-11,47,flowering,short_rains,Machakos,chalky,19.8,137.9,medium,medium,pest_control,0,high
beans,2025-10-12,16,seedling,short_rains,Nairobi,loamy,22.2,110.4,none,medium,disease_management,0,high
potatoes,2025-06-22,128,mature,short_rains,Machakos,loamy,18.4,123.8,low,low,harvesting,0,high
beans,2025-07-30,90,mature,long_rains,Eldoret,peaty,20.0,148.7,none,medium,disease_management,0,high
potatoes,2025-10-14,14,seedling,short_rains,Kisumu,chalky,14.3,150.5,high,none,pest_control,0,high
beans,2025-09-12,46,flowering,short_rains,Nakuru,sandy,17.4,62.4,high,medium,pest_control,0,high
potatoes,2025-09-30,28,vegetative,short_rains,Nairobi,loamy,21.5,196.2,high,none,pest_control,0,high
maize,2025-07-07,113,fruiting,short_rains,Meru,loamy,25.3,161.6,none,none,soil_testing,7,low
kale,2025-09-18,40,flowering,short_rains,Nairobi,silty,24.2,164.4,medium,low,pest_control,0,high
wheat,2025-09-14,44,vegetative,long_rains,Machakos,peaty,15.9,193.2,low,low,pest_control,0,high
potatoes,2025-07-19,101,mature,short_rains,Meru,chalky,17.0,91.8,medium,high,pest_control,0,high
kale,2025-08-20,69,mature,dry_season,Nairobi,silty,20.7,1.2,high,low,pest_control,0,high
maize,2025-07-06,114,mature,long_rains,Meru,loamy,28.2,105.0,high,none,pest_control,0,high
kale,2025-08-06,83,mature,long_rains,Nakuru,clay,23.3,159.7,medium,none,pest_control,0,high
cabbage,2025-09-15,43,flowering,short_rains,Nakuru,loamy,17.5,101.6,high,high,pest_control,0,high
kale,2025-09-19,39,flowering,dry_season,Eldoret,clay,16.7,27.8,medium,medium,pest_control,0,high
wheat,2025-10-21,7,seedling,long_rains,Eldoret,peaty,18.5,90.8,none,medium,disease_management,0,high
tomatoes,2025-09-24,34,vegetative,long_rains,Kisumu,sandy,21.4,85.8,high,none,pest_control,0,high
tomatoes,2025-08-09,80,mature,long_rains,Meru,chalky,19.5,123.3,medium,high,pest_control,0,high
tomatoes,2025-10-22,6,seedling,long_rains,Meru,loamy,23.6,67.2,low,high,disease_management,0,high
kale,2025-08-02,87,mature,long_rains,Meru,sandy,16.7,144.5,low,medium,disease_management,0,high
cabbage,2025-10-10,18,vegetative,short_rains,Eldoret,chalky,19.2,97.8,high,medium,pest_control,0,high
cabbage,2025-10-28,0,seedling,short_rains,Nakuru,chalky,17.9,96.9,none,medium,disease_management,0,high
cabbage,2025-10-01,27,vegetative,short_rains,Kiambu,peaty,15.2,134.0,low,medium,disease_management,0,high
maize,2025-09-12,46,vegetative,long_rains,Nairobi,chalky,23.7,197.7,low,medium,disease_management,0,high
kale,2025-09-24,34,flowering,short_rains,Kisumu,peaty,24.1,160.4,medium,none,pest_control,0,high
wheat,2025-06-26,124,mature,long_rains,Eldoret,silty,23.4,81.3,none,low,harvesting,6,high
beans,2025-08-06,83,fruiting,short_rains,Nakuru,chalky,17.9,109.1,none,low,fertilizer_application,6,medium
beans,2025-08-25,64,fruiting,long_rains,Kisumu,clay,18.8,165.0,medium,medium,pest_control,0,high
potatoes,2025-09-25,33,vegetative,short_rains,Kisumu,peaty,20.7,166.9,none,high,disease_management,0,high
maize,2025-08-29,60,flowering,short_rains,Meru,sandy,29.3,83.6,high,none,pest_control,0,high
tomatoes,2025-10-22,6,seedling,long_rains,Kiambu,chalky,20.7,72.4,medium,none,pest_control,0,high
tomatoes,2025-10-23,5,seedling,long_rains,Machakos,silty,21.8,154.0,medium,high,pest_control,0,high
maize,2025-09-17,41,vegetative,short_rains,Nairobi,sandy,29.3,193.0,low,none,pest_control,1,medium
cabbage,2025-09-25,33,vegetative,short_rains,Nairobi,chalky,13.6,73.8,medium,low,pest_control,0,high
potatoes,2025-10-06,22,vegetative,short_rains,Eldoret,silty,20.0,133.3,low,low,irrigation,0,high
kale,2025-09-20,38,flowering,dry_season,Kiambu,clay,24.2,22.8,medium,low,pest_control,0,high
beans,2025-08-19,70,fruiting,long_rains,Machakos,sandy,17.1,98.5,high,medium,pest_control,0,high
cabbage,2025-08-03,86,mature,short_rains,Nairobi,clay,22.8,50.9,none,low,harvesting,0,high
wheat,2025-08-28,61,vegetative,long_rains,Meru,clay,24.4,179.4,low,low,fertilizer_application,0,high
maize,2025-08-21,68,flowering,short_rains,Kisumu,sandy,24.2,188.2,high,low,pest_control,0,high
maize,2025-06-24,126,mature,short_rains,Meru,chalky,21.6,187.8,none,none,harvesting,0,high
maize,2025-09-26,32,vegetative,long_rains,Nairobi,silty,29.1,122.3,low,low,fertilizer_application,0,high
beans,2025-10-06,22,vegetative,long_rains,Nairobi,chalky,17.8,51.4,high,none,pest_control,0,high
beans,2025-07-07,113,mature,short_rains,Nairobi,loamy,21.6,124.4,medium,medium,pest_control,0,high
kale,2025-07-31,89,mature,short_rains,Kisumu,peaty,15.5,101.9,high,medium,pest_control,0,high
wheat,2025-09-04,54,vegetative,long_rains,Eldoret,peaty,23.7,72.0,low,high,disease_management,0,high
tomatoes,2025-08-25,64,fruiting,long_rains,Nairobi,sandy,27.2,189.4,none,high,disease_management,0,high
tomatoes,2025-08-18,71,fruiting,long_rains,Nairobi,silty,26.5,139.0,none,high,disease_management,0,high
kale,2025-09-06,52,fruiting,dry_season,Eldoret,loamy,23.4,17.5,medium,medium,pest_control,0,high
wheat,2025-09-27,31,vegetative,long_rains,Kiambu,clay,15.8,175.1,none,high,disease_management,0,high
potatoes,2025-07-11,109,mature,short_rains,Nairobi,clay,16.1,151.0,low,high,disease_management,0,high
potatoes,2025-07-16,104,mature,short_rains,Kiambu,chalky,17.5,117.3,high,none,pest_control,0,high
tomatoes,2025-08-30,59,fruiting,long_rains,Machakos,silty,25.8,85.8,medium,high,pest_control,0,high
tomatoes,2025-07-28,92,mature,long_rains,Nairobi,clay,28.0,138.5,none,none,harvesting,0,high
potatoes,2025-09-01,57,flowering,short_rains,Eldoret,chalky,19.7,162.0,low,none,disease_management,0,high
tomatoes,2025-08-21,68,fruiting,long_rains,Machakos,chalky,23.8,141.2,medium,none,pest_control,0,high
potatoes,2025-09-30,28,vegetative,short_rains,Eldoret,loamy,19.8,119.2,medium,high,pest_control,0,high
tomatoes,2025-07-16,104,mature,long_rains,Kiambu,silty,19.1,191.7,none,none,harvesting,0,high
beans,2025-09-04,54,flowering,long_rains,Kiambu,peaty,17.2,181.1,none,none,weeding,2,medium
beans,2025-09-25,33,vegetative,long_rains,Eldoret,peaty,24.8,123.9,low,low,fertilizer_application,0,high
cabbage,2025-09-16,42,flowering,short_rains,Kisumu,sandy,16.1,76.6,medium,medium,pest_control,0,high
tomatoes,2025-10-02,26,vegetative,long_rains,Machakos,peaty,23.3,187.2,none,medium,disease_management,0,high
tomatoes,2025-10-15,13,seedling,long_rains,Nairobi,chalky,26.7,181.5,medium,none,pest_control,0,high
tomatoes,2025-09-15,43,flowering,long_rains,Eldoret,clay,19.8,147.8,low,high,disease_management,0,high
cabbage,2025-09-02,56,fruiting,short_rains,Kisumu,clay,14.4,76.9,none,none,weeding,0,high
beans,2025-08-11,78,fruiting,short_rains,Kisumu,clay,21.4,137.6,medium,none,pest_control,0,high
kale,2025-08-30,59,mature,long_rains,Meru,loamy,16.0,161.2,high,high,pest_control,0,high
tomatoes,2025-09-02,56,fruiting,long_rains,Nairobi,sandy,27.8,77.3,medium,none,pest_control,0,high
tomatoes,2025-07-17,103,mature,long_rains,Kiambu,peaty,25.0,152.9,high,low,pest_control,0,high
maize,2025-08-31,58,vegetative,short_rains,Nakuru,loamy,29.5,139.7,none,none,disease_management,0,high
kale,2025-10-21,7,seedling,short_rains,Nakuru,clay,19.9,161.2,low,high,disease_management,0,high
cabbage,2025-09-07,51,fruiting,short_rains,Nairobi,silty,16.0,191.1,medium,high,pest_control,0,high
beans,2025-08-15,74,fruiting,long_rains,Kiambu,loamy,19.7,141.3,none,none,weeding,5,medium
tomatoes,2025-09-06,52,flowering,long_rains,Kisumu,clay,21.6,74.0,low,none,weeding,4,low
tomatoes,2025-08-31,58,fruiting,long_rains,Kiambu,sandy,26.2,169.8,low,high,disease_management,0,high
wheat,2025-09-22,36,vegetative,long_rains,Machakos,clay,16.9,199.3,low,high,disease_management,0,high
potatoes,2025-06-20,130,mature,short_rains,Nairobi,clay,22.4,177.3,high,none,pest_control,0,high
kale,2025-08-07,82,mature,dry_season,Kisumu,loamy,19.4,34.0,none,high,disease_management,0,high
potatoes,2025-09-01,57,flowering,short_rains,Meru,silty,17.3,150.9,low,none,disease_management,0,high
wheat,2025-07-23,97,fruiting,long_rains,Nakuru,chalky,19.6,167.2,low,high,disease_management,0,high
wheat,2025-08-23,66,flowering,long_rains,Machakos,chalky,18.0,176.0,medium,medium,pest_control,0,high
wheat,2025-09-21,37,vegetative,long_rains,Kiambu,silty,18.0,141.9,high,medium,pest_control,0,high
maize,2025-09-03,55,vegetative,short_rains,Kiambu,peaty,21.0,146.4,high,low,pest_control,0,high
maize,2025-06-07,143,mature,short_rains,Machakos,peaty,22.3,85.1,high,low,pest_control,0,high
kale,2025-09-05,53,fruiting,long_rains,Eldoret,clay,24.5,170.8,none,medium,disease_management,0,high
potatoes,2025-08-10,79,fruiting,short_rains,Machakos,clay,14.0,185.2,none,high,disease_management,0,high
maize,2025-09-01,57,vegetative,long_rains,Eldoret,peaty,24.1,121.2,high,high,pest_control,0,high
cabbage,2025-09-05,53,fruiting,short_rains,Machakos,clay,21.1,148.1,high,none,pest_control,0,high
beans,2025-07-20,100,mature,short_rains,Eldoret,clay,19.0,139.9,low,high,disease_management,0,high
cabbage,2025-08-04,85,mature,short_rains,Meru,sandy,15.7,161.4,low,none,harvesting,0,high
kale,2025-10-23,5,seedling,short_rains,Eldoret,chalky,24.7,87.1,high,none,pest_control,0,high
maize,2025-06-23,127,mature,short_rains,Nakuru,peaty,25.7,116.9,none,medium,disease_management,0,high
beans,2025-07-10,110,mature,short_rains,Eldoret,chalky,26.4,136.2,medium,medium,pest_control,0,high
wheat,2025-07-02,118,fruiting,long_rains,Nairobi,loamy,21.8,111.0,none,high,disease_management,0,high
kale,2025-08-22,67,mature,dry_season,Nairobi,clay,20.5,29.9,medium,low,pest_control,0,high
kale,2025-09-16,42,fruiting,short_rains,Meru,loamy,16.7,188.1,low,medium,disease_management,0,high
potatoes,2025-10-03,25,vegetative,short_rains,Kisumu,loamy,16.8,167.4,low,high,disease_management,0,high
wheat,2025-10-26,2,seedling,long_rains,Meru,sandy,18.8,137.9,high,none,pest_control,0,high
potatoes,2025-10-11,17,seedling,short_rains,Nakuru,silty,13.1,156.0,high,medium,pest_control,0,high
cabbage,2025-09-09,49,fruiting,short_rains,Meru,chalky,16.4,167.4,high,medium,pest_control,0,high
beans,2025-07-02,118,mature,short_rains,Nakuru,silty,25.0,151.5,low,none,harvesting,0,high
beans,2025-06-30,120,mature,long_rains,Eldoret,peaty,22.8,143.3,high,high,pest_control,0,high
kale,2025-08-23,66,mature,short_rains,Meru,clay,16.9,169.7,high,none,pest_control,0,high
cabbage,2025-08-30,59,fruiting,short_rains,Machakos,chalky,13.2,60.1,medium,none,pest_control,0,high
wheat,2025-10-16,12,seedling,long_rains,Machakos,chalky,17.9,75.0,medium,medium,pest_control,0,high
tomatoes,2025-08-14,75,mature,long_rains,Kiambu,clay,25.4,125.2,low,medium,disease_management,0,high
wheat,2025-08-19,70,flowering,long_rains,Kisumu,chalky,22.8,132.7,high,low,pest_control,0,high
potatoes,2025-07-12,108,mature,short_rains,Eldoret,silty,15.9,63.4,medium,medium,pest_control,0,high
cabbage,2025-08-07,82,mature,short_rains,Eldoret,loamy,18.9,171.1,medium,low,pest_control,0,high
beans,2025-07-13,107,mature,long_rains,Kiambu,sandy,23.6,151.3,none,medium,disease_management,0,high
beans,2025-08-03,86,mature,short_rains,Nairobi,peaty,18.7,191.9,low,high,disease_management,0,high
wheat,2025-09-04,54,vegetative,long_rains,Nairobi,sandy,19.5,64.6,high,low,pest_control,0,high
cabbage,2025-09-12,46,flowering,short_rains,Meru,silty,15.1,109.9,high,none,pest_control,0,high
cabbage,2025-07-23,97,mature,short_rains,Nakuru,peaty,14.2,152.1,high,medium,pest_control,0,high
wheat,2025-09-29,29,vegetative,long_rains,Nakuru,clay,16.1,55.2,high,high,pest_control,0,high
cabbage,2025-08-17,72,mature,short_rains,Kiambu,sandy,17.6,77.5,low,low,harvesting,0,high
cabbage,2025-08-10,79,mature,short_rains,Machakos,chalky,16.3,51.4,high,high,pest_control,0,high
wheat,2025-08-05,84,flowering,long_rains,Eldoret,silty,21.0,105.8,none,medium,disease_management,0,high
kale,2025-10-07,21,vegetative,dry_season,Machakos,clay,19.3,39.3,high,none,pest_control,0,high
cabbage,2025-07-31,89,mature,short_rains,Kiambu,chalky,19.8,92.2,medium,high,pest_control,0,high
kale,2025-08-15,74,mature,short_rains,Nairobi,sandy,17.0,143.5,high,none,pest_control,0,high
maize,2025-10-21,7,seedling,long_rains,Kisumu,loamy,24.9,138.9,medium,medium,pest_control,0,high
maize,2025-10-07,21,seedling,long_rains,Kiambu,clay,24.8,150.6,medium,high,pest_control,0,high
tomatoes,2025-09-14,44,flowering,long_rains,Eldoret,sandy,28.1,143.9,medium,high,pest_control,0,high
wheat,2025-08-08,81,flowering,long_rains,Eldoret,loamy,21.8,104.7,low,high,disease_management,0,high
kale,2025-09-30,28,vegetative,long_rains,Kisumu,sandy,16.5,161.6,high,none,pest_control,0,high
wheat,2025-10-27,1,seedling,long_rains,Nakuru,peaty,21.6,157.8,high,high,pest_control,0,high
tomatoes,2025-08-21,68,fruiting,long_rains,Eldoret,silty,25.5,168.4,medium,medium,pest_control,0,high
cabbage,2025-09-08,50,fruiting,short_rains,Meru,sandy,23.0,181.5,none,medium,disease_management,0,high
maize,2025-10-12,16,seedling,short_rains,Nakuru,sandy,22.1,60.5,medium,none,pest_control,0,high
potatoes,2025-06-22,128,mature,short_rains,Machakos,sandy,14.3,151.6,medium,none,pest_control,0,high
potatoes,2025-10-22,6,seedling,short_rains,Nairobi,chalky,14.9,126.0,high,low,pest_control,0,high
beans,2025-09-06,52,flowering,long_rains,Kisumu,sandy,24.0,66.4,high,none,pest_control,0,high
beans,2025-07-31,89,mature,short_rains,Kiambu,silty,24.4,146.4,none,medium,disease_management,0,high
beans,2025-08-17,72,fruiting,short_rains,Nakuru,sandy,21.7,109.7,medium,high,pest_control,0,high
cabbage,2025-09-11,47,flowering,short_rains,Machakos,sandy,15.7,150.3,high,low,pest_control,0,high
maize,2025-08-02,87,fruiting,short_rains,Machakos,peaty,23.2,88.8,low,none,fertilizer_application,4,medium
kale,2025-09-12,46,fruiting,short_rains,Meru,loamy,17.1,120.2,high,low,pest_control,0,high
beans,2025-08-05,84,fruiting,short_rains,Eldoret,clay,25.6,51.7,high,high,pest_control,0,high
tomatoes,2025-09-03,55,fruiting,long_rains,Nakuru,silty,26.3,137.2,low,none,weeding,1,medium
tomatoes,2025-10-04,24,vegetative,long_rains,Nakuru,chalky,24.6,192.3,none,low,irrigation,0,high
cabbage,2025-10-07,21,vegetative,short_rains,Machakos,peaty,22.0,121.3,low,high,disease_management,0,high
wheat,2025-08-08,81,flowering,long_rains,Kiambu,chalky,16.8,73.5,medium,low,pest_control,0,high
cabbage,2025-10-13,15,vegetative,short_rains,Eldoret,silty,18.9,81.9,none,none,irrigation,0,high
cabbage,2025-07-21,99,mature,short_rains,Kisumu,sandy,19.9,177.4,none,high,disease_management,0,high
cabbage,2025-08-27,62,fruiting,short_rains,Kisumu,clay,18.2,178.0,low,low,fertilizer_application,0,high
tomatoes,2025-10-03,25,vegetative,long_rains,Kisumu,loamy,29.0,77.6,none,medium,disease_management,0,high
beans,2025-07-14,106,mature,long_rains,Machakos,silty,26.7,123.3,medium,medium,pest_control,0,high
cabbage,2025-08-15,74,mature,short_rains,Nairobi,loamy,15.0,160.3,none,low,harvesting,0,high
cabbage,2025-08-12,77,mature,short_rains,Meru,sandy,20.4,69.4,high,high,pest_control,0,high
wheat,2025-10-10,18,seedling,long_rains,Meru,peaty,21.3,147.5,medium,high,pest_control,0,high
wheat,2025-06-14,136,mature,long_rains,Eldoret,loamy,18.8,71.1,low,high,disease_management,0,high
wheat,2025-10-05,23,seedling,long_rains,Machakos,loamy,18.8,103.3,medium,low,pest_control,0,high
kale,2025-10-24,4,seedling,short_rains,Nakuru,loamy,19.5,116.7,medium,low,pest_control,0,high
potatoes,2025-09-04,54,flowering,short_rains,Nairobi,loamy,13.2,79.8,high,none,pest_control,0,high
kale,2025-09-12,46,fruiting,long_rains,Kiambu,chalky,16.3,102.8,high,high,pest_control,0,high
potatoes,2025-07-26,94,fruiting,short_rains,Nakuru,loamy,18.2,83.2,none,low,weeding,6,medium
tomatoes,2025-10-14,14,seedling,long_rains,Eldoret,loamy,27.6,72.9,low,medium,disease_management,0,high
tomatoes,2025-10-22,6,seedling,long_rains,Kiambu,chalky,19.3,155.6,high,medium,pest_control,0,high
potatoes,2025-10-19,9,seedling,short_rains,Eldoret,silty,17.6,97.8,medium,none,pest_control,0,high
potatoes,2025-09-04,54,flowering,short_rains,Nairobi,silty,15.3,188.5,medium,high,pest_control,0,high
wheat,2025-06-21,129,mature,long_rains,Nakuru,chalky,24.7,120.3,high,low,pest_control,0,high
tomatoes,2025-07-25,95,mature,long_rains,Eldoret,silty,25.8,175.8,medium,high,pest_control,0,high
potatoes,2025-06-24,126,mature,short_rains,Meru,peaty,21.0,55.6,medium,none,pest_control,0,high
tomatoes,2025-10-19,9,seedling,long_rains,Nairobi,chalky,26.8,70.4,medium,high,pest_control,0,high
kale,2025-08-23,66,mature,long_rains,Meru,chalky,20.7,181.4,medium,none,pest_control,0,high
potatoes,2025-07-24,96,mature,short_rains,Meru,silty,20.4,183.1,low,medium,disease_management,0,high
cabbage,2025-07-20,100,mature,short_rains,Kisumu,sandy,16.3,100.4,high,none,pest_control,0,high
tomatoes,2025-10-05,23,vegetative,long_rains,Meru,sandy,20.6,145.7,high,low,pest_control,0,high
potatoes,2025-09-08,50,flowering,short_rains,Nairobi,silty,20.5,62.1,none,low,weeding,6,low
tomatoes,2025-10-17,11,seedling,long_rains,Meru,clay,21.7,199.4,medium,medium,pest_control,0,high
cabbage,2025-10-18,10,seedling,short_rains,Eldoret,peaty,21.8,61.6,medium,high,pest_control,0,high
kale,2025-10-21,7,seedling,dry_season,Nairobi,peaty,21.5,5.6,medium,none,pest_control,0,high
potatoes,2025-09-20,38,vegetative,short_rains,Meru,clay,21.3,196.2,none,high,disease_management,0,high
wheat,2025-07-02,118,fruiting,long_rains,Meru,peaty,23.8,173.9,high,high,pest_control,0,high
wheat,2025-10-23,5,seedling,long_rains,Kisumu,silty,21.5,58.9,medium,medium,pest_control,0,high
kale,2025-10-24,4,seedling,short_rains,Nairobi,loamy,23.5,108.7,high,none,pest_control,0,high
kale,2025-09-21,37,flowering,short_rains,Nakuru,clay,16.6,194.2,none,medium,disease_management,0,high
cabbage,2025-10-19,9,seedling,short_rains,Meru,loamy,18.3,143.9,medium,high,pest_control,0,high
maize,2025-07-17,103,fruiting,short_rains,Meru,peaty,26.9,87.3,medium,medium,pest_control,0,high
maize,2025-10-18,10,seedling,short_rains,Meru,loamy,23.0,189.9,high,none,pest_control,0,high
maize,2025-08-11,78,flowering,short_rains,Meru,chalky,20.3,69.0,medium,medium,pest_control,0,high
wheat,2025-10-27,1,seedling,long_rains,Machakos,clay,15.9,182.6,low,none,planting,0,high
kale,2025-08-15,74,mature,dry_season,Meru,loamy,18.4,48.9,low,high,disease_management,0,high
cabbage,2025-10-04,24,vegetative,short_rains,Machakos,clay,21.2,191.4,none,medium,disease_management,0,high
beans,2025-07-24,96,mature,short_rains,Machakos,clay,26.8,118.3,none,low,harvesting,0,high
potatoes,2025-09-12,46,vegetative,short_rains,Nakuru,peaty,18.3,54.4,high,low,pest_control,0,high
cabbage,2025-10-22,6,seedling,short_rains,Meru,silty,15.7,83.5,medium,low,pest_control,0,high
wheat,2025-09-06,52,vegetative,long_rains,Eldoret,sandy,16.9,77.8,low,medium,disease_management,0,high
kale,2025-08-07,82,mature,long_rains,Machakos,sandy,22.2,199.2,medium,high,pest_control,0,high
tomatoes,2025-10-13,15,vegetative,long_rains,Kiambu,loamy,28.3,76.4,high,low,pest_control,0,high
beans,2025-07-21,99,mature,short_rains,Nairobi,peaty,26.3,83.1,none,high,disease_management,0,high
tomatoes,2025-10-23,5,seedling,long_rains,Meru,clay,25.3,124.1,medium,low,pest_control,0,high
tomatoes,2025-07-15,105,mature,long_rains,Nairobi,chalky,27.7,55.8,high,none,pest_control,0,high
tomatoes,2025-07-30,90,mature,long_rains,Machakos,peaty,27.2,104.9,none,medium,disease_management,0,high
